Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523312,1.0035754737523324,1.003573093761918,1.003573093761918,1.003573093761918,1.003573093761918,1.003573093761918,1.0035707137715035,1.003570300710333,1.003570300710333,1.0035679207199184,1.003545229622918,1.003545229622918,1.0035868097538998,1.0035868097538998,0.992268181559242,0.992268181559242,0.992268181559242,0.992268181559242,0.992268181559242,0.9922741657012266,0.9923004286339827,0.9923004286339827,1.0184601665420931,1.0184601665420931,1.0172811198319351,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.017286929194631,1.017286929194631,1.017286929194631,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.003573093761918,1.003573093761918,1.003573093761918,1.003573093761918,1.003573093761918,1.0035707137715035,1.003570300710333,1.0035679207199184,1.0035651276683342,1.003545229622918,1.0035868097538998,1.0035752027218363,1.0039166432480657,0.9922681815592425,0.9922591537779657,0.9922591537779657,0.9922591537779657,0.9859325110208652,0.9923003031234874,1.013544285996257,1.0184601665420931,1.0184601665420931,1.0172842281116896,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.017286929194631,1.017286929194631,1.017286929194631,1.017286929194631,1.015413527780193,1.015413527780193,1.0098183902058508,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523312,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.003573093761918,1.003573093761918,1.003573093761918,1.003573093761918,1.0035707137715035,1.0035707137715035,1.0035679207199184,1.0035651276683342,1.003545229622918,1.0035332095296838,1.0035752027218363,1.0036288029460523,1.0039166432480657,0.9922591537779653,0.9922681815592422,0.9920873271224253,0.9787570875751634,0.9923005142083916,1.0207567684871868,1.0184601665420927,1.0184601665420927,1.0172838944246414,1.017286929194631,1.017286929194631,1.017286929194631,0.996903308763355,0.9950393753891804,0.9950393753891804,0.9849264693451487,0.9849264693451487,1.0017169774113732,1.0098183515290549,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.003573093761918,1.003573093761918,1.0035707137715035,1.0035707137715035,1.0035679207199184,1.0035651276683342,1.0035448165617478,1.0035332095296838,1.0035752027218363,1.0036288029460523,1.0039665143923995,1.0014441822820626,0.9922682071314253,0.9920873271224246,0.9783169732949832,0.9923004286339823,1.0207567684871868,1.0184601665420927,1.0184601665420927,1.0073216433142465,0.9867904027193233,0.9867904027193233,0.9849264693451487,0.9849264693451487,0.9849264693451487,1.0017169774113732,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.003573093761918,1.003573093761918,1.0035707137715035,1.0035679207199184,1.0035651276683342,1.0035448165617478,1.0035332095296838,1.0035253315775021,1.0036288029460523,1.0043079549186293,1.0043079549186293,0.998571381864219,0.9920873271224253,0.9782557537246932,1.0036426212321532,1.0206457256458554,0.9787150902290893,0.9982733577200675,0.9772096756461801,0.9849264693451487,0.9849264693451487,1.0017169774113732,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.003573093761918,1.0035707137715035,1.0035655407295043,1.0035651276683342,1.003564714607164,1.0035253315775021,1.0035253315775021,1.0036288029460523,1.0040201146166159,1.0045957952206428,1.0017320481562595,0.9954654556412765,0.9826221142785045,0.9969988997067322,1.0207567684871865,0.9787150195872125,0.9883950244324842,1.0172838944246416,1.0017169774113732,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,1.0098183515290549,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035659537906751,1.0035651276683346,1.0035643015459936,1.0035253315775021,1.0035253315775021,1.0036786740903865,1.0037322743146024,1.0048836355226562,1.0048836355226562,0.9920873271224253,0.9782557537246932,0.9923003031234874,1.0206457256458552,0.978715035463182,0.9787150743531194,1.0172838944246414,1.0098182912407871,1.0098183515290553,1.0098183515290553,1.0098183515290549,1.0098184334287947,1.0098184334287947,1.0098184334287947,1.0098184334287947,1.0098184334287947,1.0098184334287947,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523324,1.0035754737523326,1.0035754737523326,1.0035754737523326,1.0035754737523326,1.0035754737523326,1.0035754737523326,1.0035754737523326,1.0035754737523326,1.0035754737523326,1.0035730937619183,1.0035659537906754,1.0035651276683346,1.0035643015459939,1.0035253315775017,1.0035253315775015,1.0036786740903865,1.0037322743146027,1.0045957952206428,1.0048836355226562,0.9920873271224253,0.978316973294984,1.0083412178153983,1.020671090087095,0.9787150195872132,0.9883849220418074,0.987171812924696,1.009818319870001,1.0148013206159543,1.0148013422274254,1.0148013422274254,1.0148013422274254,1.0148013422274254,1.0148013422274254,1.0148013422274254,1.0148013422274254,1.0148013422274254,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523324,1.0035754737523321,1.0035754737523321,1.003573093761918,1.0035659537906756,1.0035651276683346,1.0035643015459934,1.0035253315775017,1.0035253315775017,1.0036288029460523,1.0037322743146027,1.0048836355226558,1.0048836355226558,0.9922681815592422,0.9940048820752503,0.9969988997067325,1.0207567684871868,0.9787150354631826,0.9883950244324847,1.0088675335078805,1.0184723199651298,1.0234552071522893,1.0234552071522893,1.0234552071522893,1.0234552071522893,1.0234552071522893,1.0234552071522898,1.0234552071522898,1.0234552071522898,1.0234552071522898,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035659537906754,1.0035651276683344,1.0035643015459934,1.003525331577502,1.003525331577502,1.0036288029460523,1.0037322743146029,1.0048836355226558,1.0048836355226558,0.9928951139699874,0.9783169732949838,0.9933772579894324,1.0206710900870948,0.9787150354631824,0.9787150743531199,1.0136163965853031,1.0217327489235963,1.0250426181210974,1.0250426181210974,1.025042618121097,1.025042618121097,1.025042618121097,1.025042618121097,1.025042618121097,1.0263544843476091,1.0263544843476091,,,,,,,,,,,,,,,,,,,,,,,
