Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035683337810894,1.0035655407295048,1.0035643015459934,1.0035448165617478,1.0035253315775021,1.0036288029460523,1.0037322743146027,1.0045957952206426,1.0048836355226558,0.9997390223261429,0.9940193177412306,1.0017280746388222,1.0182429669014974,0.978715019587213,0.9787150743531199,1.0021073328550556,1.0246814879694215,1.02306006308029,1.02306006308029,1.0230311230230704,1.0230311230230704,1.0230311230230704,1.0230311230230704,1.0230311230230704,1.0230311230230704,1.0230311230230704,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035683337810897,1.0035651276683346,1.0035643015459936,1.0035448165617478,1.003525331577502,1.0036288029460523,1.0037322743146029,1.0045957952206428,1.004883635522656,1.0026101315407012,0.9955193409433883,0.9833632675040244,1.0149285180687393,0.9787150354631824,0.9841389215413903,1.0098106718870705,1.0230321988576345,1.0230022249964321,1.0230022249964321,1.0230022249964321,1.0230022249964321,1.0230022249964321,1.0230022249964321,1.0230022249964321,1.0230022249964321,1.0230022249964321,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.0035754737523321,1.00356833378109,1.0035655407295052,1.0035643015459934,1.0035448165617475,1.003525331577502,1.0036288029460523,1.0037322743146027,1.0045957952206428,1.0048836355226558,1.0023584734871525,1.003115999600545,1.0013402903339432,1.0109700836406654,0.9787150354631823,0.9787150743531199,1.0095002469365255,1.0230321988576347,1.0229743607737773,1.0229743607737773,1.0229743607737773,1.0229743607737773,1.0229743607737776,1.0229743607737776,1.0229743607737776,1.0229743607737776,1.0229743607737776,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.0035698240368243,1.003562690925041,1.0035598978734563,1.0035590680178959,1.0035507770045433,1.0035147888915843,1.003569814912896,1.004520194143295,1.0045871330928036,1.005657450772545,0.9970264758475973,0.9979884855036127,0.9972509537500067,1.0119338389803634,0.9818912839376417,0.987042161032906,1.0061330756970293,1.0229056139635517,1.0230022249964321,1.0229743607737778,1.0229743607737778,1.0229743607737778,1.0229464965511232,1.0229464965511232,1.0229464965511232,1.0229464965511232,1.0229464965511232,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0043622545479371,1.0043622545479371,1.0043622545479371,1.0043622545479371,1.0043622545479371,1.0043622545479371,1.0043622545479371,1.0043622545479371,1.0059133313690691,1.0059133313690691,1.0059133313690691,1.0051442995876008,1.0043466991607288,1.0059021667376058,1.0043210601764145,1.005102335255994,1.005102335255994,1.0060728903408607,1.005869689997211,1.007191587450514,0.998853112355053,1.0019478314808947,0.9921070349853167,1.0258263091477051,0.9877940449299096,0.9934314990599238,1.01354336960722,1.0130781188625437,1.0179528973662015,1.0229743607737778,1.0229464965511232,1.0229464965511232,1.0229464965511232,1.0229464965511232,1.0229464965511232,1.0229464965511232,1.0229464965511232,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0066926172413146,1.0059133313690691,1.0059133313690691,1.0059133313690691,1.005160298341653,1.005160298341653,1.005160298341653,1.005160298341653,1.005160298341653,1.005160298341653,1.005160298341653,1.0082577740393517,1.006707207143951,1.006706334036346,1.0067010698034702,1.0082196482186212,1.008219648218621,1.0053216778223426,1.0089706173546658,1.0064108805188596,0.996356723868329,0.9931073104887229,0.9956412344904164,1.026519649491672,0.994141527910527,0.9942703336069237,1.021748026773743,1.0023274096708472,1.0023274096708472,1.0023274096708472,1.009500414306182,1.009500414306182,1.009500414306182,1.0161059218787,1.0161059218787,1.0161059218787,1.0229464965511232,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0027564736903152,1.0027564736903152,1.0027564736903152,1.0027564736903152,1.0027564736903152,1.0027564736903152,1.0027564736903152,1.0027564736903152,1.0027564736903152,1.0027564736903152,1.00120406680279,1.0012013093678607,1.001200418237822,1.0011964849188628,0.9972160012528835,0.9972160012528835,0.9991132455835974,0.9979216834596767,1.0001282778956753,0.9939685495284207,0.9912389525169988,1.0017341857701825,1.0237747888139808,0.9956986334641192,0.9945714310837769,1.017841612371683,1.00369590359601,0.998336229742832,0.998336229742832,0.998336229742832,0.998336229742832,1.000579773967993,1.000579773967993,1.000579773967993,1.000579773967993,1.000579773967993,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989483005058958,0.9989483005058958,0.9989483005058958,0.9989483005058958,0.9989483005058958,0.9989483005058958,0.9931498252285275,0.9931498252285275,0.9931498252285275,0.9931498252285276,0.9927205045416876,0.9931407508146353,0.9943710201178462,0.9931389253901662,0.9926946883431984,0.9926946883431984,0.9933160944041433,0.9933786551352817,0.9942914747452645,0.996690562777666,0.9973164985485704,1.0006451371735139,1.0251230319614955,0.9912339574285219,1.006126898443954,1.0118197909894715,0.998449629629607,0.998449629629607,0.9919932176734249,0.9919932176734249,0.9919932176734249,0.9919932176734249,0.9919932176734249,0.9919932176734249,0.9935667924564567,0.9935667924564567,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9931498252285275,0.9931498252285275,0.9914489888146393,0.9914489888146393,0.9914489888146393,0.9914489888146393,0.9914489888146393,0.9914489888146393,0.9914489888146394,0.9914489888146394,0.9890447086758666,0.9914400015478239,0.9896007202362985,0.9914381401118946,0.9890228840603948,0.9890228840603948,0.9916172534973091,0.9896858856897309,0.9925571760930292,0.9914533808897046,0.994497076386579,0.9904370494961553,1.013340926148693,0.9918534016448144,1.0056919552130934,1.0154195709819924,1.0107667698837415,1.0107667698837415,1.0107667698837415,1.0138715585077482,1.0138715585077482,1.0138715585077482,1.0138715585077482,1.0138715585077482,1.0138715585077482,1.0138715585077482,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99096667660076,0.99096667660076,0.99096667660076,0.99096667660076,0.99096667660076,0.99096667660076,0.99096667660076,0.99096667660076,0.99096667660076,0.99096667660076,0.9915263246046558,0.9898795949138383,0.9915182301371627,0.9898776587547876,0.9928656448436617,0.9928656448436617,0.9900609454398724,0.9919231182319569,0.9909321933416506,1.003747159962044,1.0101382206413618,0.9969902653677692,1.0080760677369,0.9977613883127733,1.0046961628298177,1.0174320274869282,1.0256813377843284,1.0266459553397702,1.0266459553397702,1.0266459553397702,1.0178656868045124,1.0178656868045124,1.0178656868045124,1.0178656868045124,1.0178656868045124,1.0178656868045124,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9898884251640453,0.9898884251640453,0.9898884251640453,0.9898884251640453,0.9898884251640453,0.9898884251640453,0.9939807930063318,0.9939807930063318,0.9939807930063318,0.9939807930063318,0.9895995342571078,0.9939719985045089,0.9895941690009239,0.9939700153796646,0.9895893922088929,0.9895893922088927,0.9941562918416581,0.9901973643264663,0.9949973129704364,1.008547886612143,1.0176314620973246,1.0037044625577054,1.0030529823550416,1.0074064859536158,1.0102612002346385,1.0082717171960085,1.003699551714951,1.003699551714951,1.006896128418337,1.006896128418337,1.006896128418337,1.006896128418337,1.006896128418337,1.006896128418337,1.004647972020518,1.004647972020518,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939807930063318,0.9939807930063318,0.9962646445402314,0.9962646445402314,0.9962646445402314,0.9962646445402314,0.9962646445402314,0.9962646445402314,0.9962646445402314,0.9962646445402314,0.9989992093470221,0.9962559026704737,0.9989911341086332,0.9962538759874232,0.9950668031562191,0.9950668031562191,0.9991288322793193,0.9993805876841774,0.9972517988657472,1.002693567139983,1.0177832804548133,1.0166425061077982,1.0025702436829038,1.0127323727378152,1.0134156602166478,0.999866642938404,1.0034807271853965,1.0034807271853965,1.0046215153360292,1.0046215153360292,1.0046215153360292,1.0046215153360292,1.0046215153360292,1.0046215153360292,1.0046215153360292,1.0046215153360292,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998971432525485,0.998971432525485,0.998971432525485,0.998971432525485,0.998971432525485,0.998971432525485,0.998971432525485,0.998971432525485,0.998971432525485,1.002727453743606,1.0028932361320604,1.0027188022480802,1.002855728830337,1.0027166847318731,1.0028626929824638,1.0028626929824638,1.0030259201460647,1.0032689983945557,1.003657452903643,1.0068900724652867,1.0189681100812376,1.0184470060969468,0.9963915259977271,0.996022845634588,1.0086633510849192,1.001983832395072,1.0014857217797395,1.0045953773668335,1.0045953773668335,1.0046410687377945,1.0046410687377945,1.0046410687377945,1.0046410687377945,1.0046410687377945,1.0046410687377945,1.0046410687377945,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002727453743606,1.002727453743606,1.002727453743606,1.002727453743606,1.002727453743606,1.00056571761213,1.00056571761213,1.00056571761213,1.00056571761213,1.00056571761213,1.00056571761213,1.000557159090627,1.0025198773229804,1.0005550075473992,1.0025307720124268,1.002530772012427,1.000532585602814,1.0007513773723709,1.0014618764577414,1.005202658574787,1.0171392678220894,1.011964560266279,0.9965703133394554,0.9984891229506031,0.9943598237295219,0.9955692958407331,1.0150234588128795,1.0150234588128795,1.0179881127983332,1.0179881127983332,1.0179881127983332,1.0179881127983332,1.0179881127983332,1.029104130722645,1.029104130722645,1.029104130722645,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00056571761213,1.00056571761213,1.0051464148330926,1.0051464148330926,1.0051464148330926,1.0051464148330926,1.0051464148330926,1.0051464148330926,1.0051464148330926,1.0051464148330926,1.0030125484971766,1.003008279176941,0.9982564378076891,1.0051356929726964,0.9982711997146577,0.9982711997146577,1.0031527423881226,1.0033678492830655,1.0060142243577208,1.0068088010905667,1.009707082134113,1.0019770468762825,0.9983531581516245,0.997068347244805,0.984590762053982,0.9978139064874996,1.0366507484899314,1.0366507484899314,1.0435357389363242,1.0435357389363242,1.0435357389363242,1.0435357389363242,1.0435357389363242,1.0435357389363242,1.0435357389363242,1.0435357389363242,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0051581967907053,1.0051581967907053,1.0051581967907053,1.005158196790705,1.005158196790705,1.005158196790705,1.005158196790705,1.005158196790705,1.005158196790705,1.0052365674426795,1.0052365674426795,1.0099005376441503,1.0120408264327152,1.0052259214998167,1.0120637303606952,1.0120637303606952,1.0100472145850916,1.0054297508957712,1.0060399733635113,1.0051268804024003,1.0042213329944745,1.0042623880727997,1.0066297423747295,0.9947497072126252,1.0022227833360957,1.0123496386871598,1.0233511471216223,1.0233511471216223,1.01786767242394,1.01786767242394,1.01786767242394,1.01786767242394,1.01786767242394,1.01786767242394,1.01786767242394,1.01786767242394,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0052365674426795,1.0052365674426795,1.0052365674426795,1.0052365674426795,1.0052365674426795,1.007278899882818,1.007278899882818,1.007278899882818,1.007278899882818,1.0072788998828182,1.007278899882818,1.0072705923889702,1.0027004112531905,1.0072682725582545,1.0027270623999591,1.0027270623999591,1.0027305020016413,1.0074746392658485,1.0080516202142311,1.0080516202142311,1.0058919819805623,0.9899322164778765,1.0018387814569416,1.0020147984574903,1.0135132239085762,1.0000225998136132,1.016658556224145,1.016658556224145,1.016658556224145,1.0201772855893803,1.0201772855893803,1.0201772855893803,1.024081999645633,1.024081999645633,1.024081999645633,1.024081999645633,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.007278899882818,1.002578986824644,1.002578986824644,1.002578986824644,1.002578986824644,1.002578986824644,1.002578986824644,1.002578986824644,1.002578986824644,1.002578986824644,1.002578986824644,1.0024716582869377,1.0024690297810683,1.0024678470039026,1.0025135405926604,1.0024733681646625,1.0026026762264326,1.0005756213575725,1.0030672341839575,1.0045926205508415,1.007867919324211,0.999336955857256,0.9967921013363423,1.0072931222646728,0.9864866110020268,0.9936491828965874,1.0219499511486854,1.0219499511486854,1.0294666622043773,1.0294666622043773,1.0294666622043773,1.0294666622043773,1.0294666622043773,1.0294666622043773,1.0294666622043773,1.0294666622043773,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000376957240482,1.000376957240482,1.000376957240482,1.000376957240482,1.000376957240482,1.000376957240482,1.000376957240482,1.000376957240482,0.9979759997847206,0.9979759997847206,0.9979759997847206,1.0003412929836066,1.0003386757274417,0.9979656010269777,1.0003409417651121,0.9982756207387937,1.0004463132958028,0.9981762649625205,0.9986437220961106,0.9986437220961106,1.001638099799089,0.9987167698485844,0.9897013523326779,0.9952025920114398,0.98849229236026,1.0146328744474966,1.0209718949536317,1.0128032535987577,1.0128032535987577,1.0128032535987577,1.0128032535987577,1.0128032535987577,1.0128032535987577,1.0128032535987577,1.0128032535987577,1.0128032535987577,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9979759997847206,0.9979759997847206,0.9979759997847206,0.9979759997847206,0.9979759997847206,0.9975273857046745,0.9975273857046745,0.9975273857046745,0.9975273857046745,0.9975273857046744,0.9975273857046744,0.9934999270067979,0.9951476065380087,0.9975170391127195,0.9932308583063165,0.9935368149779418,0.993336727777933,0.9977296164628,0.9981617127990228,0.9981617127990228,0.9953309569992234,0.9920922669827013,0.9665935378793765,1.0015241270197952,1.0028606968688991,0.9562986300747554,0.9927776401599452,0.9927776401599452,0.9927776401599452,1.005478333031574,1.005478333031574,1.0043401799020635,1.0043401799020635,1.0043401799020635,1.0043401799020635,1.0043401799020635,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958970013482767,0.9974685125225774,0.9974685125225774,0.9974685125225774,0.9974685125225774,0.9974685125225774,0.9974685125225775,0.9974685125225775,0.9974685125225775,0.9974685125225775,0.9974685125225774,0.9991148753006283,0.999112298960547,0.999111048859274,0.9991314750250908,1.0014744168564889,1.001131146133323,0.999687646028139,0.999610965094615,1.0010560110704116,1.0035870676051615,0.9933408105164737,0.974184608183632,0.9934459220095742,1.0119779304981633,0.9631854239156418,0.9945145031453406,0.9945145031453406,1.0026855634343075,1.0026855634343075,1.0026855634343075,1.0026855634343075,1.0026855634343075,1.0026855634343075,1.0026855634343075,0.9994600906925908,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994810199498152,0.9994810199498152,0.9994810199498152,0.9994810199498152,0.9994810199498152,0.9994810199498152,0.9994810199498152,1.0035357693341052,1.0035357693341052,1.0035357693341052,1.002149945315239,1.0017851195678165,1.001783846908841,1.0021849405146814,1.002199086006429,1.0022446523000705,1.0037451726940676,1.0022604523370475,1.004072899431296,1.0074598565563033,0.992995669307785,0.9946983123559723,0.996988051326692,1.0136929613051389,0.9959780413001084,1.0006046002647102,1.0003689396301372,1.0003689396301372,1.0003689396301372,1.0003689396301372,1.0003689396301372,1.0003689396301372,1.0003689396301372,1.0003689396301372,1.0003689396301372,,,,,,,,,,,,,,,,,,,,,,,
