Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58
1.0035792764857394,1.0035780435377881,1.0035746178396425,1.0035706808392857,1.0035679207199184,1.003545229622918,1.003545229622918,1.0035868097538998,0.9951319541958084,0.992268181559242,0.992268181559242,0.992268181559242,0.992268181559242,0.992268181559242,0.9923002338891038,0.9923003031234878,0.9923007263790309,1.0184601665420931,1.0172683704176233,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.017286929194631,1.017286929194631,1.017286929194631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035792764857394,1.0035780435377881,1.0035746178396425,1.0035706808392857,1.0035679207199184,1.003545229622918,1.003545229622918,1.0035868097538998,1.0035752027218363,0.9951319541958092,0.9922591537779657,0.9922591537779657,0.9922591537779657,0.9922591537779657,0.9923002338891034,1.0065286759649807,1.0197446583494898,1.0184601665420931,1.0172683704176233,1.0172838944246414,1.0172838944246414,1.0172838944246414,1.017286929194631,1.017286929194631,1.017286929194631,1.017286929194631,1.017286929194631,1.017286929194631,1.017286929194631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035792764857394,1.0035780435377881,1.0035746178396425,1.0035706808392857,1.0018631994944687,1.003545229622918,1.0035332095296838,1.0035752027218363,1.0036288029460523,1.0039166432480657,0.9954197944978223,0.9922681815592422,0.9922681815592422,0.990139855371909,0.9966269268788821,1.0207567684871868,1.0207567684871868,1.0184601665420927,1.0172683704176224,1.017286929194631,1.017286929194631,1.017286929194631,0.9971959317781338,0.9867904027193237,0.9867904027193237,0.9867904027193237,0.9867904027193237,0.9867904027193237,0.9867904027193237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035805092652987,1.0035780435377881,1.0035746178396425,1.0001586909947178,1.0018631994944687,1.0035568366549823,1.0035448165617478,1.0035752027218363,1.0036288029460523,1.0039665143923995,1.0043079549186293,0.995419794497822,0.9920873271224246,0.9916616485082257,0.9923002338891034,1.0206457256458554,1.0207567684871868,1.0184601665420927,1.0172683704176224,0.9867904027193233,0.9867904027193233,0.9867904027193233,0.9867904027193233,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035805092652987,1.0035780435377881,1.0035734738908708,0.9984535718106877,1.0018631994944687,1.0018627864332985,1.0035448165617478,1.0035253315775021,1.0036288029460523,1.0039665143923995,1.0043079549186293,0.9985714074364025,0.9920873271224253,0.9920873271224253,0.9966264343889548,1.0206457256458554,0.9892381527243033,0.9982327551053376,1.0076903041053076,0.9867904027193235,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035805626615493,1.0035773779590098,1.003576234010238,0.9984535718106877,1.0001615197556721,1.0018623733721284,1.0035448165617478,1.0035253315775021,1.0036288029460523,1.0040201146166159,1.0043079549186293,1.001732022584076,0.9954654556412765,0.9939436625049591,0.9966266465595937,1.0207567684871865,0.9787150195872125,0.9787150037112431,1.0076491688140703,0.9867904027193228,0.9768251168389381,0.9768251168389381,0.9768251168389381,0.9768251168389381,0.9768251168389381,0.9768251168389381,0.9768251168389381,0.9768251168389381,0.9768251168389381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035808918300804,0.9854624357513808,1.003576234010238,0.9967534024886264,0.9984588876575189,1.0035643015459936,1.0031384469184546,1.0035253315775021,1.0036288029460523,1.0037322743146024,1.0045957952206428,1.0048836355226562,0.9920873271224253,0.9916616485082261,0.9923002338891035,1.0206710900870952,0.9892380979583959,0.9787150037112431,1.00764916881407,0.9867904027193231,0.9867904027193231,0.9867904027193231,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035807754572017,0.9759823435305348,1.0035758538812853,0.9967534024886264,0.9984589816368576,0.9935664006248939,1.0009477471392505,1.0025615519755076,1.0035752027218356,1.0037322743146027,1.0045957952206428,1.0048836355226562,0.9954197944978223,0.9920873271224253,0.9966267720700889,1.0182429669014974,0.9997358666542464,0.9787150195872132,0.9980637221875395,0.9867904027193232,0.9768251168389386,0.9768251168389386,0.9768251168389386,0.9768251168389386,0.9768251168389386,0.9768251168389386,0.9768251168389388,0.9768251168389388,0.9768251168389388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035805626615497,0.9759823435305346,1.0035758538812851,0.9967534024886266,0.996757139431792,0.9935664006248939,1.0004457793599455,1.0036019835852572,1.0035253315775017,1.0037322743146027,1.0043079549186293,1.0048836355226558,0.9954197944978224,0.9952845756322766,0.996626646559594,1.0207567684871868,0.9892127335171568,0.9787150037112438,0.998233475474105,0.9867904027193234,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035808918300808,0.9854649033787528,0.9865539131554084,0.9963298434739472,0.9967571394317922,0.9935664006248934,1.0004647254882009,1.0036749065131318,1.003525331577502,1.0037322743146029,1.004307954918629,1.0048836355226558,0.9962275813453841,0.9924082157854974,0.9971652440019647,1.0182429669014974,0.9892127335171564,0.9787150902290893,1.0184332152974442,0.9867904027193232,0.9867904027193232,0.9867904027193232,0.9768251168389386,0.9768251168389386,0.9768251168389386,0.9768251168389386,0.9768251168389386,0.9768251168389386,0.9768251168389386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035807401927892,0.9669996378720329,0.9780576338913922,0.989520185615127,0.9984591360925873,0.9935664006248935,1.000445779359946,1.002561551975508,1.0035253315775021,1.0037322743146029,1.0043079549186293,1.0048836355226558,1.00307148970154,0.9997390223261428,1.0017274518075816,1.0182429669014974,0.9997358666542464,0.978715019587213,1.0083768101171724,0.9867904027193231,0.9768251168389386,0.9768251168389386,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,0.9768251168389387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035805626615493,0.9764606541959052,0.9780576338913924,0.9763933721991129,0.9984555763354802,0.9918645564037949,1.0004457793599462,1.0013578458624257,1.003525331577502,1.0037322743146029,1.0043079549186293,1.004883635522656,1.006969440258358,1.0041728655007738,0.9921500199164244,1.0149285180687393,0.9868395641296458,0.9787150195872131,1.001683724683603,0.984432557388066,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,0.9768251168389388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035808918300804,0.9854649033787527,0.9780576338913922,0.9695259274299615,0.9984602561954863,0.9984588404709428,1.0018545025880536,1.0014307687902995,1.003525331577502,1.0037322743146027,1.0043079549186293,1.004883635522656,1.0031005721237638,1.0023584734871525,1.0022435911696768,1.0109700836406654,0.9949047813403714,0.9787150195872131,1.0090195587483666,0.9888388621431553,0.9888388621431553,0.9888388621431553,0.9858671871444854,0.9858671871444854,0.9858671871444854,0.9858671871444854,0.9858671871444854,0.9858671871444854,0.9858671871444854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035807401927894,0.9764606541959053,0.9780576338913924,0.9695259274299617,0.9984558247705488,0.9997903323399464,0.9944133095728995,1.0014307687902995,1.0035147888915843,1.003673241736305,1.0040146822625344,1.005657450772545,1.003951110304366,0.9970264758475972,0.992421398965315,1.0119338389803634,0.9955555765744519,0.9816182590787289,1.0039873362834977,0.9988977800550007,0.9961572786998703,0.9961572786998703,0.9961572786998703,0.9961572786998703,0.9961572786998703,0.9974427061590864,0.9974427061590864,0.9974427061590864,0.9974427061590864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0035579205630116,0.9945918746325324,0.9865593498053937,0.9695260507259484,0.9967546036384118,0.9967573855594971,0.9944133095728993,1.000317414252676,1.005102335255994,1.0060728903408607,1.005869689997211,1.0071915874505137,1.003767774870646,1.0009761359577949,1.010063051216479,1.023141768268059,1.0167928500442327,0.994375830989173,1.0206939725891315,1.0087081582957356,1.0087081582957356,1.0015196978581624,1.0015196978581624,1.0015196978581624,1.0015196978581624,1.0015196978581624,1.0015196978581624,1.0015196978581624,1.0015196978581624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0059514761101789,1.0035557576494294,0.989669087327508,0.9695253131740765,0.9962055927583477,0.9967569962498439,0.9943467033272592,1.0014307687902995,1.008219648218621,1.0068261483893786,1.0071490871564062,1.0064108805188596,1.0030679431421679,0.9935309077585612,1.0118982688928673,1.026519649491672,1.0143331589579299,1.000283196541198,1.0281994134170787,1.0033844744054456,1.0033844744054456,1.0033844744054456,0.99590420643559,0.99590420643559,0.99590420643559,0.99590420643559,0.99590420643559,0.99590420643559,0.99590420643559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
